#,Module,Module title,Topic,Competency,You should be able to,Lecture,Lab,DOK,Yield,ID
126,4,"Respiratory, Lymphatic, Digestive and Endocrine",Lab: BV/N 3,Abdominal aorta and portal system,Identify the major branches of the abdominal aorta and the vessels of the hepatic portal system on the cadaver.,,Yes,1,high,w5-lab-abdominal-vessels
127,4,"Respiratory, Lymphatic, Digestive and Endocrine",Lab: BV/N 3,Lower limb vessels and nerves,Identify the femoral and lower-limb blood vessels and the major nerves of the abdomen and lower limb on the cadaver.,,Yes,1,high,w5-lab-lower-limb-vessels-nerves
128,4,"Respiratory, Lymphatic, Digestive and Endocrine",Endocrine,Major endocrine glands and locations,Name the major endocrine glands and locate each one in the body from the hypothalamus to the gonads.,Yes,,2,core,w6-endocrine-locate
129,4,"Respiratory, Lymphatic, Digestive and Endocrine",Endocrine,Pituitary gross anatomy and lobes,"Describe the pituitary in the sella turcica, its infundibulum link to the hypothalamus, and compare the anterior and posterior lobes by tissue type.",Yes,Yes,2,high,w6-pituitary
130,4,"Respiratory, Lymphatic, Digestive and Endocrine",Endocrine,Thyroid and parathyroid anatomy,"Identify the thyroid lobes, isthmus, follicles, colloid, follicular and parafollicular cells, and the parathyroid chief and oxyphil cells.",Yes,Yes,2,high,w6-thyroid-parathyroid
131,4,"Respiratory, Lymphatic, Digestive and Endocrine",Endocrine,Adrenal gland zones,Identify the adrenal cortex zones in order and the adrenal medulla with its chromaffin cells.,Yes,Yes,2,support,w6-adrenal
132,4,"Respiratory, Lymphatic, Digestive and Endocrine",Endocrine,"Pancreas, gonads, and organs with endocrine tissue","Locate the pancreatic islets and gonads and name other organs such as the heart, kidneys, and skin that contain endocrine tissue.",Yes,,2,support,w6-endocrine-tissue-organs
133,5,"Urinary, Reproductive and the Nervous System",Urinary,Kidney gross anatomy and layers,"Describe the location and tissue layers of the kidney and identify the hilum, capsule, adipose capsule, and renal fascia.",Yes,Yes,2,core,w6-kidney-gross
134,5,"Urinary, Reproductive and the Nervous System",Urinary,Internal kidney regions,"Identify the cortex, medulla, renal columns, pyramids, papillae, parenchyma, calyces, and renal pelvis on a sectioned kidney.",Yes,Yes,2,core,w6-kidney-internal
135,5,"Urinary, Reproductive and the Nervous System",Urinary,Nephron structure,"Identify the renal corpuscle, glomerulus, glomerular capsule, podocytes, PCT, nephron loop, DCT, and collecting duct of a nephron.",Yes,Yes,2,core,w6-nephron-parts
136,5,"Urinary, Reproductive and the Nervous System",Urinary,Cortical vs juxtamedullary nephrons,Compare cortical and juxtamedullary nephrons by loop depth and associated capillary beds.,Yes,Yes,2,support,w6-nephron-types
137,5,"Urinary, Reproductive and the Nervous System",Urinary,JGA and filtration membrane,"Identify the juxtaglomerular apparatus, macula densa, and JG cells, and name the three layers of the filtration membrane and what each holds back.",Yes,Yes,2,high,w6-jga-filtration
138,5,"Urinary, Reproductive and the Nervous System",Urinary,Kidney blood supply pathway,"Trace blood through the kidney from the renal artery to the renal vein, naming each vessel in order.",Yes,Yes,3,high,w6-kidney-bloodsupply
139,5,"Urinary, Reproductive and the Nervous System",Urinary,"Ureters, bladder, urethra and urine path","Trace urine from the collecting duct to the outside and identify the ureter, bladder wall layers, trigone, detrusor, sphincters, and male and female urethra.",Yes,Yes,3,core,w6-urine-path
140,5,"Urinary, Reproductive and the Nervous System",Urinary,Clinical anatomy of urinary disorders,"Relate urinary disorders such as nephroptosis, kidney stones, and UTI to the anatomical structure or pathway each one affects.",Yes,,2,support,w6-urinary-disorders
141,5,"Urinary, Reproductive and the Nervous System",Male Reproductive,Scrotum and testis structure,"Identify the scrotum, dartos and cremaster muscles, tunica layers, seminiferous tubules, sustentacular and interstitial cells, rete testis, and efferent ductules.",Yes,Yes,2,core,w6-scrotum-testes
142,5,"Urinary, Reproductive and the Nervous System",Male Reproductive,Sperm duct system and pathway,"Trace the path of sperm from the seminiferous tubules to the outside, naming the epididymis, ductus deferens, ejaculatory duct, urethra, and spermatic cord contents.",Yes,Yes,3,core,w6-sperm-path
143,5,"Urinary, Reproductive and the Nervous System",Male Reproductive,Sperm cell structure,"Identify the head, acrosome, neck, middle piece, principal piece, and end piece of a sperm cell.",Yes,Yes,1,support,w6-sperm-cell
144,5,"Urinary, Reproductive and the Nervous System",Male Reproductive,Accessory glands and penis,"Name the seminal vesicles, prostate, and bulbourethral glands and identify the root, body, glans, prepuce, and three erectile columns of the penis.",Yes,Yes,2,high,w6-male-glands-penis
145,5,"Urinary, Reproductive and the Nervous System",Male Reproductive,Clinical anatomy of male disorders,Relate male reproductive disorders such as cryptorchidism and benign prostatic hyperplasia to the affected structure and its position.,Yes,,2,support,w6-male-disorders
146,5,"Urinary, Reproductive and the Nervous System",Female Reproductive,Ovary structure and follicle stages,"Identify the ovary layers, ligaments, and follicle stages including the corpus luteum and corpus albicans.",Yes,Yes,2,core,w6-ovary
147,5,"Urinary, Reproductive and the Nervous System",Female Reproductive,Uterine tubes and ovum pathway,"Trace the oocyte from the ovary to the uterus, naming the fimbriae, infundibulum, ampulla, and isthmus.",Yes,Yes,3,core,w6-ovum-path
148,5,"Urinary, Reproductive and the Nervous System",Female Reproductive,"Uterus regions, ligaments, and wall","Name the regions and supporting ligaments of the uterus and identify the perimetrium, myometrium, and endometrium.",Yes,Yes,2,core,w6-uterus
149,5,"Urinary, Reproductive and the Nervous System",Female Reproductive,Vagina and external genitalia,"Identify the vagina, fornix, hymen, and the vulvar structures including the clitoris, vestibule, labia, and greater vestibular glands.",Yes,Yes,2,high,w6-vagina-vulva
150,5,"Urinary, Reproductive and the Nervous System",Female Reproductive,Mammary gland structure,"Identify the lobes, lobules, alveoli, lactiferous ducts, nipple, areola, and suspensory ligaments of the mammary gland.",Yes,Yes,1,support,w6-mammary
151,5,"Urinary, Reproductive and the Nervous System",Brain,Brain gross organization,"Identify the four major brain divisions cerebrum, diencephalon, brainstem, and cerebellum, and distinguish the cortical gray matter from the deep white matter on a specimen.",Yes,Yes,2,core,w7-brain-organization
152,5,"Urinary, Reproductive and the Nervous System",Brain,Neural tube brain development,Trace brain development from the neural tube through the primary and secondary vesicles and match each secondary vesicle to its adult structures and ventricle.,Yes,,2,support,w7-brain-development
153,5,"Urinary, Reproductive and the Nervous System",Brain,Cerebral surface and lobes,"Identify the cerebral hemispheres, five lobes, gyri, sulci, and the named central, lateral, and parieto-occipital sulci along with the longitudinal and transverse fissures on a specimen.",Yes,Yes,2,core,w7-cerebrum-surface
154,5,"Urinary, Reproductive and the Nervous System",Brain,Functional cortical areas,"Map the motor, sensory, and association areas of the cortex to their gyri and lobes, including primary motor, primary somatosensory, primary visual, auditory, gustatory, and olfactory cortices, Broca and Wernicke areas, and the prefrontal cortex.",Yes,Yes,2,core,w7-cortex-functional-areas
155,5,"Urinary, Reproductive and the Nervous System",Brain,Cerebral white matter tracts,"Compare association, commissural, and projection fibers by what each connects and identify the corpus callosum and internal capsule on a specimen.",Yes,Yes,2,high,w7-white-matter-tracts
156,5,"Urinary, Reproductive and the Nervous System",Brain,Basal ganglia,"Identify the caudate nucleus, putamen, and globus pallidus and locate the functionally grouped substantia nigra and subthalamic nucleus.",Yes,Yes,2,high,w7-basal-ganglia
157,5,"Urinary, Reproductive and the Nervous System",Brain,Diencephalon,"Identify the thalamus with the massa intermedia, the hypothalamus, the epithalamus with the pineal gland, and the third ventricle they enclose.",Yes,Yes,2,core,w7-diencephalon
158,5,"Urinary, Reproductive and the Nervous System",Brain,Cerebellum,"Identify the cerebellar hemispheres, vermis, folia, arbor vitae, deep nuclei, and the three cerebellar peduncles with their brainstem connections.",Yes,Yes,2,core,w7-cerebellum
159,5,"Urinary, Reproductive and the Nervous System",Brain,Limbic system,"Locate the cingulate gyrus, amygdala, and hippocampus as the limbic structures ringing the diencephalon.",Yes,Yes,2,support,w7-limbic-system
160,5,"Urinary, Reproductive and the Nervous System",Brain,Cerebral arterial supply,"Trace the anterior and posterior circulations through the Circle of Willis and identify the anterior, middle, and posterior cerebral arteries, the communicating arteries, the internal carotid, vertebral, and basilar arteries, and the cerebellar branches.",Yes,Yes,3,core,w7-circle-of-willis
161,5,"Urinary, Reproductive and the Nervous System",Brainstem,Brainstem regions,"Locate the midbrain, pons, and medulla oblongata in order and describe how the brainstem connects the higher brain to the spinal cord.",Yes,Yes,2,core,w7-brainstem-regions
162,5,"Urinary, Reproductive and the Nervous System",Brainstem,Midbrain structures,"Identify the tectum with superior and inferior colliculi, the cerebral peduncles, the substantia nigra, and the cerebral aqueduct on a midbrain specimen.",Yes,Yes,2,high,w7-midbrain
163,5,"Urinary, Reproductive and the Nervous System",Brainstem,Pons structures,"Identify the pons, its pontine nuclei, the middle cerebellar peduncles, and the fourth ventricle behind it.",Yes,Yes,2,high,w7-pons
164,5,"Urinary, Reproductive and the Nervous System",Brainstem,Medulla oblongata structures,"Identify the pyramids, olives, and the decussation of the pyramids on the medulla and locate the vital cardiac, respiratory, and vasomotor centers.",Yes,Yes,2,high,w7-medulla
165,5,"Urinary, Reproductive and the Nervous System",Brainstem,Cranial nerve nuclei distribution,Match cranial nerve nuclei III through XII to the brainstem region that houses them.,Yes,Yes,2,support,w7-cranial-nerve-nuclei
166,5,"Urinary, Reproductive and the Nervous System",Brainstem,Reticular formation,Locate the reticular formation as a net of gray matter through the brainstem core and distinguish its ascending reticular activating system from its descending component.,Yes,,1,support,w7-reticular-formation
167,5,"Urinary, Reproductive and the Nervous System",Meninges and CSF,Cranial meninges and dural reflections,"Identify the dura, arachnoid, and pia mater and the dural reflections falx cerebri, falx cerebelli, and tentorium cerebelli, and trace dural venous sinus drainage from the superior sagittal sinus to the internal jugular vein.",Yes,Yes,2,core,w7-cranial-meninges
168,5,"Urinary, Reproductive and the Nervous System",Meninges and CSF,Spinal meninges and meningeal spaces,"Identify the spinal meninges, the denticulate ligaments and filum terminale, and distinguish the epidural, subdural, and subarachnoid spaces by location and contents.",Yes,Yes,2,core,w7-spinal-meninges-spaces
169,5,"Urinary, Reproductive and the Nervous System",Meninges and CSF,Cord termination and lumbar puncture,"Identify the conus medullaris, cauda equina, and lumbar cistern and list in order the layers a lumbar puncture needle crosses from skin to subarachnoid space.",Yes,Yes,3,high,w7-cord-termination-lp
170,5,"Urinary, Reproductive and the Nervous System",Meninges and CSF,Ventricular system,"Identify the lateral, third, and fourth ventricles and the central canal and describe how the interventricular foramina, cerebral aqueduct, and fourth ventricle apertures connect them.",Yes,Yes,2,core,w7-ventricles
171,5,"Urinary, Reproductive and the Nervous System",Meninges and CSF,CSF production and circulation,Trace CSF from production at the choroid plexus through the ventricles and subarachnoid space to reabsorption at the arachnoid granulations.,Yes,Yes,3,core,w7-csf-circulation
172,5,"Urinary, Reproductive and the Nervous System",Meninges and CSF,Blood-brain barrier structure,"Name the three structural components of the blood-brain barrier the tight-junctioned capillary endothelium, the basement membrane, and the astrocyte end-feet.",Yes,Yes,1,support,w7-bbb
173,5,"Urinary, Reproductive and the Nervous System",Functional Organization and Nervous Tissue,Nervous system divisions,"Outline the organization of the nervous system into CNS and PNS and its somatic, autonomic, and enteric motor divisions.",Yes,,2,core,w8-ns-organization
174,5,"Urinary, Reproductive and the Nervous System",Functional Organization and Nervous Tissue,Neuron structure,"Identify the cell body, dendrites, axon, axon hillock, Nissl bodies, and axon terminals of a neuron and state the direction a signal travels through them.",Yes,Yes,2,core,w8-neuron-parts
175,5,"Urinary, Reproductive and the Nervous System",Functional Organization and Nervous Tissue,Synapse structures,"Identify the components of a chemical synapse including synaptic end bulbs, synaptic vesicles, and synaptic cleft, and name the three synapse types by the site they contact.",Yes,Yes,2,high,w8-synapse-parts
176,5,"Urinary, Reproductive and the Nervous System",Functional Organization and Nervous Tissue,Neuron classification,"Classify neurons structurally as multipolar, bipolar, or unipolar and functionally as sensory, motor, or interneuron with an example of each.",Yes,Yes,2,core,w8-neuron-classification
177,5,"Urinary, Reproductive and the Nervous System",Functional Organization and Nervous Tissue,Neuroglia identification,Name the four CNS glia and two PNS glia and describe the support role each one performs.,Yes,Yes,2,core,w8-neuroglia
178,5,"Urinary, Reproductive and the Nervous System",Functional Organization and Nervous Tissue,Myelination and regeneration,"Describe the myelin sheath, nodes of Ranvier, and neurolemma and contrast PNS and CNS myelination by the glial cell involved and by regeneration potential.",Yes,Yes,3,high,w8-myelination
179,5,"Urinary, Reproductive and the Nervous System",Gross Anatomy and Neuronal Integration,CNS and PNS tissue terms,"Define nucleus, ganglion, tract, and nerve and state whether each names a cluster of cell bodies or a bundle of axons in the CNS or PNS.",Yes,,1,core,w8-tissue-collections
180,5,"Urinary, Reproductive and the Nervous System",Gross Anatomy and Neuronal Integration,Gray and white matter,Distinguish gray matter from white matter by composition and locate each in the brain and the spinal cord.,Yes,Yes,2,core,w8-gray-white-matter
181,5,"Urinary, Reproductive and the Nervous System",Gross Anatomy and Neuronal Integration,Reflex arc components,Name the five components of a reflex arc in order from receptor to effector and trace a signal through them.,Yes,,2,core,w8-reflex-arc
182,5,"Urinary, Reproductive and the Nervous System",Gross Anatomy and Neuronal Integration,Types of reflexes,"Compare somatic versus autonomic, monosynaptic versus polysynaptic, and innate versus learned reflexes and give an example of each.",Yes,,2,support,w8-reflex-types
183,5,"Urinary, Reproductive and the Nervous System",Gross Anatomy and Neuronal Integration,Neuronal pools and pathways,"Describe convergence and divergence circuits and distinguish ascending pathways, descending pathways, and decussation.",Yes,,2,support,w8-neuronal-pools
184,5,"Urinary, Reproductive and the Nervous System",The Spinal Cord,Spinal cord external anatomy,"Identify the cervical and lumbar enlargements, conus medullaris, cauda equina, filum terminale, anterior median fissure, and posterior median sulcus.",Yes,Yes,2,core,w8-cord-external
185,5,"Urinary, Reproductive and the Nervous System",The Spinal Cord,"Roots, rootlets, and root ganglion","Identify the rootlets, posterior and anterior roots, posterior root ganglion, and intervertebral foramen and state which root carries sensory versus motor axons.",Yes,Yes,2,core,w8-cord-roots
186,5,"Urinary, Reproductive and the Nervous System",The Spinal Cord,Spinal cord internal anatomy,"Identify the gray horns, central canal, commissures, and white columns on a cord cross-section and state the contents of the posterior, lateral, and anterior horns.",,Yes,2,core,w8-cord-internal
187,5,"Urinary, Reproductive and the Nervous System",The Peripheral Nervous System,Nerve connective tissue wrappings,"Identify the axon, fascicle, endoneurium, perineurium, and epineurium of a peripheral nerve and state the level each layer wraps.",Yes,Yes,2,core,w8-nerve-structure
188,5,"Urinary, Reproductive and the Nervous System",The Peripheral Nervous System,Spinal nerves and rami,"State the count of the 31 spinal nerve pairs by region and identify the posterior ramus, anterior ramus, meningeal branch, and rami communicantes by the territory each supplies.",Yes,Yes,2,core,w8-spinal-nerves-rami
189,5,"Urinary, Reproductive and the Nervous System",The Peripheral Nervous System,Sensory receptor classification,"Classify sensory receptors by stimulus, location, and structure and match named receptors such as tactile corpuscles, lamellar corpuscles, and muscle spindles to their location and stimulus.",Yes,Yes,2,high,w8-sensory-receptors
190,5,"Urinary, Reproductive and the Nervous System",The Cranial Nerves,Cranial nerves,"Name the twelve cranial nerves in order, classify each as sensory, motor, or mixed, and match each to its primary function and skull foramen.",Yes,Yes,2,core,w8-cranial-nerves
191,5,"Urinary, Reproductive and the Nervous System",The Nerve Plexuses,Nerve plexuses,"Name the cervical, brachial, lumbar, sacral, and coccygeal plexuses with the spinal nerves that form each and predict the body region affected if a given plexus is damaged.",Yes,Yes,3,core,w8-nerve-plexuses
192,5,"Urinary, Reproductive and the Nervous System",The Autonomic Nervous System,Autonomic two-neuron pathway,"Contrast the somatic and autonomic motor systems and trace the two-neuron pathway through a preganglionic neuron, autonomic ganglion, and postganglionic neuron to an effector.",Yes,,2,core,w8-ans-pathway
193,5,"Urinary, Reproductive and the Nervous System",The Autonomic Nervous System,Autonomic ganglia and divisions,"Compare the sympathetic and parasympathetic divisions by CNS origin and ganglion location and identify the sympathetic trunk, prevertebral ganglia, terminal ganglia, and autonomic and enteric plexuses.",Yes,,3,high,w8-ans-ganglia-divisions
