Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-174,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What does cholesterol do in the plasma membrane?,Stabilizes the membrane and keeps it fluid.,Cholesterol wedges among the phospholipids to stabilize the membrane and keep it fluid.,Thinking cholesterol only stiffens the membrane.,cholesterol
W1-175,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the glycocalyx?,The fuzzy external coat of glycoproteins and glycolipids.,The glycocalyx is the fuzzy sugar coat of glycoproteins and glycolipids on the cell surface.,Confusing the glycocalyx with a plant cell wall.,glycocalyx
W1-176,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What does the glycocalyx do?,Acts as the cell’s identity badge for recognition and adhesion.,"The glycocalyx is the cell's identity badge, used in recognition and adhesion.",Thinking the glycocalyx is packaging with no function.,glycocalyx
W1-177,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are microvilli?,Finger-like cell surface extensions that increase surface area for absorption.,Microvilli are finger-like extensions that multiply surface area for absorption.,Confusing microvilli with cilia.,microvilli
W1-178,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are cilia?,Short hair-like extensions built on a 9+2 microtubule core that sweep substances across the surface.,"Cilia are short, numerous hair-like projections on a 9+2 core that sweep material along.",Thinking cilia move the whole cell.,cilia
W1-179,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is a flagellum?,"A single long 9+2 extension that propels a cell; in humans, the sperm tail.",A flagellum is a single long 9+2 projection; the sperm tail is the only human example.,Thinking humans have many flagellated cell types.,flagellum
W1-180,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare integral and peripheral proteins.,Integral proteins are embedded in the bilayer; peripheral proteins attach loosely to a membrane face or integral protein.,"Integral proteins are embedded, often spanning the bilayer; peripheral proteins sit loosely on a face.",Reversing which protein type is embedded.,membrane proteins
W1-181,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare microvilli and cilia by function.,Microvilli increase absorption surface area; cilia move substances across the cell surface.,Microvilli increase absorptive surface area; cilia move substances across the surface.,Thinking both structures do the same job.,microvilli; cilia
W1-182,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare cilia and flagellum by number and function.,Cilia are short and numerous for sweeping; a flagellum is long and propels the cell.,Cilia are short and numerous for sweeping; a flagellum is long and propels one cell.,Confusing cilia with a flagellum by length and number.,cilia; flagellum
W1-183,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell specialized for absorption has many finger-like apical projections. What are they?,Microvilli.,Many finger-like apical projections that boost absorption are microvilli.,Guessing cilia for absorptive projections.,microvilli; application
W1-184,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,Airway cells cannot clear mucus because hair-like projections are defective. Which structure is affected?,Cilia.,"Defective airway cilia cannot clear mucus, as in primary ciliary dyskinesia.",Blaming microvilli for failed mucus clearance.,cilia; application
W1-185,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell needs many receptors for signaling. Which membrane protein category is most directly involved?,Integral proteins.,"Receptors are integral membrane proteins, so signaling needs abundant integral proteins.",Attributing receptors to peripheral proteins.,integral proteins; application
W1-186,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the nuclear envelope?,The double membrane enclosing the nucleus.,The nuclear envelope is a double membrane whose outer layer is continuous with rough ER.,Thinking the nuclear envelope is a single membrane.,nuclear envelope
W1-187,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the outer nuclear membrane continuous with?,Rough ER.,"The outer nuclear membrane is continuous with rough ER, linking the nucleus to the endomembrane system.",Thinking the nuclear envelope stands alone.,nuclear envelope; rough ER
W1-188,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are nuclear pores?,Protein-lined channels through the nuclear envelope that regulate traffic both ways.,Nuclear pores are protein-lined channels that regulate two-way traffic through the envelope.,Thinking nuclear pores are open holes with no control.,nuclear pores
W1-189,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What exits the nucleus through nuclear pores?,Messenger RNA and ribosomal subunits.,Messenger RNA and ribosomal subunits exit the nucleus through the pores.,Thinking DNA leaves the nucleus through the pores.,nuclear pores
W1-190,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is nucleoplasm?,The fluid inside the nucleus.,Nucleoplasm is the fluid inside the nucleus that suspends its structures.,Confusing nucleoplasm with cytoplasm.,nucleoplasm
W1-191,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the nucleolus?,A dense body inside the nucleus where ribosomal subunits are assembled.,The nucleolus is a dense body where ribosomal subunits are assembled.,Thinking the nucleolus is membrane-bound.,nucleolus
W1-192,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is chromatin?,"Loose, threadlike DNA wound on proteins, present when the cell is not dividing.","Chromatin is loose, threadlike DNA on proteins, present when the cell is not dividing.",Thinking chromatin and chromosomes are different molecules.,chromatin
W1-193,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are chromosomes?,Tightly coiled chromatin visible when the cell divides.,"Chromosomes are tightly coiled chromatin, visible only when the cell divides.",Thinking chromosomes are always visible.,chromosomes
W1-194,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare chromatin and chromosomes.,Chromatin is loose DNA when not dividing; chromosomes are tightly coiled chromatin during division.,Chromatin is the loose working form; chromosomes are the same DNA coiled tight for division.,Treating chromatin and chromosomes as unrelated.,chromatin; chromosomes
W1-195,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Why are nuclear pores important?,"They regulate movement between nucleus and cytoplasm, including mRNA exit.","Nuclear pores control what passes between nucleus and cytoplasm, including mRNA export.",Thinking the pores let anything pass freely.,nuclear pores
