Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-116,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the peritoneum?,The serous membrane of the abdominopelvic cavity.,"The peritoneum is the serous membrane of the abdominopelvic cavity, the largest in the body.",Confusing the peritoneum with the pleura.,peritoneum
W1-117,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is parietal peritoneum?,Peritoneum lining the wall of the abdominopelvic cavity.,"Parietal peritoneum lines the abdominopelvic wall, mirroring parietal pleura and pericardium.",Swapping parietal and visceral peritoneum.,parietal peritoneum
W1-118,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is visceral peritoneum?,Peritoneum wrapping the surface of abdominopelvic organs.,Visceral peritoneum wraps the organ surfaces within the cavity.,Confusing visceral with parietal peritoneum.,visceral peritoneum
W1-119,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the peritoneal cavity?,"The potential space between peritoneal layers, holding a thin film of serous fluid.",The peritoneal cavity is a potential space holding only a thin film of serous fluid.,Thinking the peritoneal cavity is a large open space full of organs.,peritoneal cavity
W1-120,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is a mesentery?,A double fold of peritoneum that slings an organ from the body wall and carries vessels and nerves.,A mesentery slings an organ from the body wall and carries its blood vessels and nerves.,Thinking a mesentery is solid tissue rather than a double peritoneal fold.,mesentery
W1-121,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the greater omentum?,An apron of peritoneum hanging from the greater curvature of the stomach.,The greater omentum hangs like an apron from the greater curvature of the stomach.,Confusing the greater with the lesser omentum.,greater omentum
W1-122,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the lesser omentum?,A fold linking the lesser curvature of the stomach and the duodenum to the liver.,The lesser omentum links the stomach's lesser curvature and the duodenum to the liver.,Confusing the lesser with the greater omentum.,lesser omentum
W1-123,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the mesocolon?,A peritoneal fold anchoring the transverse and sigmoid colon.,The mesocolon anchors the transverse and sigmoid colon to the posterior wall.,Thinking all of the colon is intraperitoneal.,mesocolon
W1-124,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What are peritoneal recesses?,"Low points of the peritoneal cavity where fluid, blood, or pus can collect.","Peritoneal recesses are low points where fluid, blood, or pus pool, so body position matters when looking for free fluid.",Ignoring that gravity pools fluid in recesses.,peritoneal recesses
W1-125,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What does intraperitoneal mean?,Almost completely wrapped in visceral peritoneum and slung by a mesentery.,"Intraperitoneal organs are nearly wrapped in visceral peritoneum and slung by a mesentery, so they are mobile.",Thinking intraperitoneal means literally floating free.,intraperitoneal
W1-126,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What does retroperitoneal mean?,Located behind the parietal peritoneum against the posterior abdominal wall.,"Retroperitoneal organs sit behind the parietal peritoneum against the posterior wall, so they are fixed.",Thinking retroperitoneal organs are outside the body cavity.,retroperitoneal
W1-127,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,Name one intraperitoneal organ.,"Stomach, liver, gallbladder, spleen, first duodenum, jejunum, ileum, transverse colon, sigmoid colon, cecum, appendix, or pancreatic tail.","The stomach, liver, spleen, and much of the intestine are intraperitoneal.",Listing the kidneys as intraperitoneal.,intraperitoneal
W1-128,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What memory aid identifies retroperitoneal structures?,SADPUCKER.,"SADPUCKER lists the retroperitoneal structures, each letter one organ or vessel.",Using SADPUCKER for intraperitoneal organs.,retroperitoneal; SADPUCKER
W1-129,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does S stand for?",Suprarenal glands.,"The suprarenal (adrenal) glands cap each kidney, both retroperitoneal.",Forgetting the adrenal glands are retroperitoneal.,SADPUCKER
W1-130,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does A stand for?",Aorta and IVC.,The abdominal aorta and IVC run retroperitoneally down the posterior wall.,Thinking the great vessels are intraperitoneal.,SADPUCKER
W1-131,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does D stand for?","Duodenum, specifically the second, third, and fourth parts.",The second through fourth parts of the duodenum are retroperitoneal; the first part is not.,Calling the whole duodenum retroperitoneal.,SADPUCKER
W1-132,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does P stand for?","Pancreas, specifically the head, neck, and body.","The pancreatic head, neck, and body are retroperitoneal; the tail is intraperitoneal.",Calling the entire pancreas retroperitoneal.,SADPUCKER
W1-133,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does U stand for?",Ureters.,Both ureters run retroperitoneally down the posterior wall.,Placing the ureters in the peritoneal cavity.,SADPUCKER
W1-134,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does C stand for?","Colon, specifically ascending and descending colon.",The ascending and descending colon are retroperitoneal; the transverse and sigmoid are intraperitoneal.,Calling all of the colon retroperitoneal.,SADPUCKER
W1-135,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does K stand for?",Kidneys.,Both kidneys sit retroperitoneally in perirenal fat.,Thinking the kidneys are intraperitoneal.,SADPUCKER
W1-136,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does E stand for?","Esophagus, the short abdominal segment below the diaphragm.",Only the short abdominal segment of the esophagus below the diaphragm is retroperitoneal.,Thinking the whole esophagus is retroperitoneal.,SADPUCKER
W1-137,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,"In SADPUCKER, what does R stand for?","Rectum, the lower portion below the peritoneal reflection.","The lower rectum, below the peritoneal reflection, is retroperitoneal.",Calling the entire rectum intraperitoneal.,SADPUCKER
W1-138,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What planes form the nine-region abdominal grid?,"Two midclavicular planes, the subcostal plane, and the transtubercular plane.","Two midclavicular, the subcostal, and the transtubercular planes draw the nine-region grid.",Confusing the nine-region planes with the two quadrant planes.,nine regions
W1-139,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the right hypochondriac region?,Upper right region; includes gallbladder and right lobe of liver.,The right hypochondriac region overlies the gallbladder and right lobe of the liver.,Confusing hypochondriac (upper) with iliac (lower) regions.,nine regions
W1-140,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the epigastric region?,"Upper center region; includes stomach, duodenum, and pancreas.","The epigastric region overlies the stomach, duodenum, and pancreas.",Placing the appendix in the epigastric region.,nine regions
W1-141,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the left hypochondriac region?,Upper left region; includes spleen and tail of pancreas.,The left hypochondriac region overlies the spleen and pancreatic tail.,Confusing left hypochondriac with left lumbar.,nine regions
W1-142,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the right lumbar region?,Middle right region; includes ascending colon and right kidney.,The right lumbar region overlies the ascending colon and right kidney.,Confusing lumbar (middle) with iliac (lower) regions.,nine regions
W1-143,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the umbilical region?,Center region; includes transverse colon and coils of small intestine.,The umbilical region overlies the transverse colon and coils of small intestine.,Confusing umbilical with epigastric.,nine regions
W1-144,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the left lumbar region?,Middle left region; includes descending colon and left kidney.,The left lumbar region overlies the descending colon and left kidney.,Confusing left lumbar with left iliac.,nine regions
W1-145,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the right iliac region?,Lower right region; includes cecum and appendix.,"The right iliac region overlies the cecum and appendix, the classic appendicitis site.",Confusing right iliac with right lumbar.,nine regions
W1-146,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the hypogastric region?,Lower center region; includes urinary bladder and sigmoid colon.,The hypogastric region overlies the bladder and sigmoid colon.,Confusing hypogastric with umbilical.,nine regions
W1-147,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What is the left iliac region?,Lower left region; includes sigmoid colon.,The left iliac region overlies the sigmoid colon.,Confusing left iliac with left lumbar.,nine regions
W1-148,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What two planes form the four abdominopelvic quadrants?,Median plane and transumbilical plane.,The median and transumbilical planes cross at the navel to form four quadrants.,Using the nine-region planes to make quadrants.,quadrants
W1-149,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the RUQ?,"Liver, gallbladder, right kidney, hepatic flexure, and head of pancreas.","The RUQ holds the liver, gallbladder, right kidney, hepatic flexure, and pancreatic head.",Placing the spleen in the RUQ.,RUQ
W1-150,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the LUQ?,"Stomach, spleen, left kidney, splenic flexure, and tail of pancreas.","The LUQ holds the stomach, spleen, left kidney, splenic flexure, and pancreatic tail.",Placing the appendix in the LUQ.,LUQ
W1-151,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the RLQ?,"Cecum, appendix, and right ovary.","The RLQ holds the cecum, appendix, and right ovary.",Placing the sigmoid colon in the RLQ.,RLQ
W1-152,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,core,What organs are commonly in the LLQ?,Sigmoid colon and left ovary.,The LLQ holds the sigmoid colon and left ovary.,Placing the appendix in the LLQ.,LLQ
W1-153,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Which quadrant is the classic site of appendicitis pain?,Right lower quadrant.,Right lower quadrant pain with rebound points to appendicitis until proven otherwise.,Localizing appendicitis to the left lower quadrant.,RLQ; appendicitis
W1-154,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Which quadrant is classically associated with diverticulitis pain?,Left lower quadrant.,Left lower quadrant pain in an older adult classically suggests diverticulitis.,Placing diverticulitis pain in the RLQ.,LLQ; diverticulitis
W1-155,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Which quadrant is classically associated with gallbladder disease?,Right upper quadrant.,Right upper quadrant pain classically points to gallbladder disease.,Placing gallbladder pain in the LUQ.,RUQ; gallbladder
W1-156,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Compare intraperitoneal and retroperitoneal organs by mobility.,Intraperitoneal organs are relatively mobile; retroperitoneal organs are more fixed against the posterior wall.,Intraperitoneal organs slung by mesenteries are mobile; retroperitoneal ones are fixed.,Thinking retroperitoneal organs move as freely as intraperitoneal ones.,peritoneal relationships
W1-157,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,core,Why can retroperitoneal bleeding be harder to detect?,It can stay hidden behind the peritoneum and present as flank or back pain.,A retroperitoneal bleed can hide behind the peritoneum and show only as flank or back pain.,Expecting every abdominal bleed to cause obvious peritoneal signs.,retroperitoneal; clinical
W1-158,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A kidney injury causes flank pain with hidden bleeding. Which peritoneal relationship explains this?,The kidneys are retroperitoneal.,"The kidneys are retroperitoneal, so their injury tends to cause flank pain with concealed bleeding.",Thinking kidney bleeding spreads freely in the peritoneal cavity.,kidneys; retroperitoneal
W1-159,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,Blood from a ruptured intraperitoneal organ spreads freely. Why?,Intraperitoneal organs are within the peritoneal cavity where fluid can spread.,Blood from an intraperitoneal organ spreads through the cavity and irritates it broadly.,Thinking intraperitoneal bleeding stays localized.,intraperitoneal; clinical
W1-160,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A mass is found within the pericardium. Which mediastinal compartment is involved?,Middle mediastinum.,A mass within the pericardium is by definition in the middle mediastinum.,Placing pericardial masses in the anterior mediastinum.,mediastinum; clinical
W1-161,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A mass lies between the sternum and pericardium. Which mediastinal compartment is involved?,Anterior mediastinum.,"A mass between the sternum and pericardium sits in the anterior mediastinum, a common thymoma site.",Confusing anterior with middle mediastinum.,mediastinum; clinical
W1-162,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,core,A mass lies between the pericardium and thoracic vertebrae. Which mediastinal compartment is involved?,Posterior mediastinum.,A mass between the pericardium and spine lies in the posterior mediastinum.,Confusing posterior with anterior mediastinum.,mediastinum; clinical
W1-163,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is a generalized cell?,A composite model showing features shared by most body cells.,The generalized cell is a teaching composite; no real cell has every feature at once.,Thinking every body cell looks exactly like the generalized model.,cell anatomy
W1-164,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Name the three basic regions of a generalized cell.,"Plasma membrane, cytoplasm, and nucleus.","The three regions are the plasma membrane, cytoplasm, and nucleus.",Leaving out the plasma membrane as a region.,cell anatomy
W1-165,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the plasma membrane?,The outer boundary that encloses the cell and separates it from surroundings.,The plasma membrane is the selective outer boundary controlling what enters and leaves.,"Thinking the membrane is a solid, impermeable wall.",plasma membrane
W1-166,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is cytoplasm?,Everything between the plasma membrane and nucleus: cytosol plus organelles.,"Cytoplasm is everything between the membrane and nucleus, the cytosol plus organelles.",Equating cytoplasm with cytosol alone.,cytoplasm
W1-167,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the nucleus?,"The cell’s control center, usually the largest structure.","The nucleus is the control center, usually the largest structure in the cell.",Thinking the nucleus builds proteins rather than storing the code.,nucleus
W1-168,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the phospholipid bilayer?,A double layer of phospholipids forming the basic fabric of the membrane.,"The phospholipid bilayer is the continuous fabric of the membrane, heads out and tails in.",Thinking the bilayer is one layer thick.,plasma membrane
W1-169,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What does the fluid mosaic model describe?,Proteins drifting within the phospholipid bilayer.,The fluid mosaic model describes proteins drifting within a fluid lipid bilayer.,Picturing membrane proteins as locked in place.,fluid mosaic model
W1-170,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are integral proteins?,Proteins firmly embedded in the bilayer; many span it as transmembrane proteins.,"Integral proteins are embedded in the bilayer, most spanning it as transmembrane proteins.",Confusing integral with peripheral proteins.,integral proteins
W1-171,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do integral proteins commonly form?,"Channels, carriers, and receptors.","Integral proteins form the channels, carriers, and receptors that move and sense substances.",Thinking integral proteins are purely structural.,integral proteins
W1-172,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are peripheral proteins?,Proteins loosely attached to one membrane face or to integral proteins.,Peripheral proteins attach loosely to a membrane face or to integral proteins.,Thinking peripheral proteins span the membrane.,peripheral proteins
W1-173,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What do peripheral proteins do?,Act as enzymes and brace cell shape.,Peripheral proteins act as enzymes and help brace the cell's shape.,Assuming peripheral proteins form channels.,peripheral proteins
W1-174,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What does cholesterol do in the plasma membrane?,Stabilizes the membrane and keeps it fluid.,Cholesterol wedges among the phospholipids to stabilize the membrane and keep it fluid.,Thinking cholesterol only stiffens the membrane.,cholesterol
W1-175,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the glycocalyx?,The fuzzy external coat of glycoproteins and glycolipids.,The glycocalyx is the fuzzy sugar coat of glycoproteins and glycolipids on the cell surface.,Confusing the glycocalyx with a plant cell wall.,glycocalyx
W1-176,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What does the glycocalyx do?,Acts as the cell’s identity badge for recognition and adhesion.,"The glycocalyx is the cell's identity badge, used in recognition and adhesion.",Thinking the glycocalyx is packaging with no function.,glycocalyx
W1-177,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are microvilli?,Finger-like cell surface extensions that increase surface area for absorption.,Microvilli are finger-like extensions that multiply surface area for absorption.,Confusing microvilli with cilia.,microvilli
W1-178,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are cilia?,Short hair-like extensions built on a 9+2 microtubule core that sweep substances across the surface.,"Cilia are short, numerous hair-like projections on a 9+2 core that sweep material along.",Thinking cilia move the whole cell.,cilia
W1-179,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is a flagellum?,"A single long 9+2 extension that propels a cell; in humans, the sperm tail.",A flagellum is a single long 9+2 projection; the sperm tail is the only human example.,Thinking humans have many flagellated cell types.,flagellum
W1-180,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare integral and peripheral proteins.,Integral proteins are embedded in the bilayer; peripheral proteins attach loosely to a membrane face or integral protein.,"Integral proteins are embedded, often spanning the bilayer; peripheral proteins sit loosely on a face.",Reversing which protein type is embedded.,membrane proteins
W1-181,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare microvilli and cilia by function.,Microvilli increase absorption surface area; cilia move substances across the cell surface.,Microvilli increase absorptive surface area; cilia move substances across the surface.,Thinking both structures do the same job.,microvilli; cilia
W1-182,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,core,Compare cilia and flagellum by number and function.,Cilia are short and numerous for sweeping; a flagellum is long and propels the cell.,Cilia are short and numerous for sweeping; a flagellum is long and propels one cell.,Confusing cilia with a flagellum by length and number.,cilia; flagellum
W1-183,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell specialized for absorption has many finger-like apical projections. What are they?,Microvilli.,Many finger-like apical projections that boost absorption are microvilli.,Guessing cilia for absorptive projections.,microvilli; application
W1-184,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,Airway cells cannot clear mucus because hair-like projections are defective. Which structure is affected?,Cilia.,"Defective airway cilia cannot clear mucus, as in primary ciliary dyskinesia.",Blaming microvilli for failed mucus clearance.,cilia; application
W1-185,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell needs many receptors for signaling. Which membrane protein category is most directly involved?,Integral proteins.,"Receptors are integral membrane proteins, so signaling needs abundant integral proteins.",Attributing receptors to peripheral proteins.,integral proteins; application
W1-186,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the nuclear envelope?,The double membrane enclosing the nucleus.,The nuclear envelope is a double membrane whose outer layer is continuous with rough ER.,Thinking the nuclear envelope is a single membrane.,nuclear envelope
W1-187,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the outer nuclear membrane continuous with?,Rough ER.,"The outer nuclear membrane is continuous with rough ER, linking the nucleus to the endomembrane system.",Thinking the nuclear envelope stands alone.,nuclear envelope; rough ER
W1-188,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What are nuclear pores?,Protein-lined channels through the nuclear envelope that regulate traffic both ways.,Nuclear pores are protein-lined channels that regulate two-way traffic through the envelope.,Thinking nuclear pores are open holes with no control.,nuclear pores
W1-189,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What exits the nucleus through nuclear pores?,Messenger RNA and ribosomal subunits.,Messenger RNA and ribosomal subunits exit the nucleus through the pores.,Thinking DNA leaves the nucleus through the pores.,nuclear pores
W1-190,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is nucleoplasm?,The fluid inside the nucleus.,Nucleoplasm is the fluid inside the nucleus that suspends its structures.,Confusing nucleoplasm with cytoplasm.,nucleoplasm
W1-191,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,What is the nucleolus?,A dense body inside the nucleus where ribosomal subunits are assembled.,The nucleolus is a dense body where ribosomal subunits are assembled.,Thinking the nucleolus is membrane-bound.,nucleolus
