Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-283,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A tissue must stretch and recoil in the urinary tract. Which epithelium fits?,Transitional epithelium.,Tissue that stretches and recoils in the urinary tract is transitional epithelium.,Guessing stratified squamous for the bladder lining.,transitional epithelium
W1-284,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A ciliated airway lining looks layered but is one layer. Which epithelium fits?,Pseudostratified epithelium.,A ciliated airway lining that looks layered but is one layer is pseudostratified.,Calling the airway lining truly stratified.,pseudostratified
W1-285,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A gland duct is specialized for secretion and absorption. Which cell shape is common?,Cuboidal cells.,A gland duct built for secretion and absorption commonly uses cuboidal cells.,Guessing squamous cells for a secretory duct.,cuboidal
W1-286,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,An absorptive gut lining uses tall cells. Which epithelial shape fits?,Columnar cells.,An absorptive gut lining of tall cells is columnar epithelium.,Guessing cuboidal for the tall gut lining.,columnar
W1-287,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the basement membrane?,A thin sheet anchoring epithelium to underlying connective tissue.,The basement membrane is a thin sheet anchoring epithelium to the connective tissue below.,Thinking the basement membrane is at the epithelial surface.,basement membrane
W1-288,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What two layers form the basement membrane?,Basal lamina and reticular lamina.,The basement membrane has a basal lamina and a deeper reticular lamina.,Thinking it is a single undivided layer.,basement membrane
W1-289,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What do apical microvilli do?,Increase surface area for absorption.,Apical microvilli increase surface area for absorption.,Confusing microvilli with cilia.,microvilli
W1-290,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What do epithelial cilia do?,Sweep mucus and particles across the surface.,Epithelial cilia sweep mucus and particles across the surface.,Thinking cilia absorb nutrients.,cilia
W1-291,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why is epithelium avascular but still alive?,It receives nutrients by diffusion from underlying connective tissue.,Epithelium is avascular but stays alive by diffusion from the connective tissue below.,Thinking epithelium has its own blood vessels.,epithelial features
W1-292,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why does epithelium have high regenerative capacity?,It is exposed to wear and must replace damaged cells.,Epithelium regenerates readily because it is constantly exposed to wear.,Thinking epithelium rarely replaces its cells.,epithelial regeneration
W1-293,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,"If the basement membrane fails, what epithelial function is most directly compromised?",Anchoring epithelium to connective tissue below.,"If the basement membrane fails, epithelium loses its anchor to the connective tissue below.",Thinking basement membrane failure mainly affects absorption.,basement membrane; application
W1-294,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,"If airway cilia fail, what clinical problem becomes more likely?","Mucus and particles build up, increasing infection risk.","If airway cilia fail, mucus and particles build up and infection risk rises.",Thinking cilia failure mainly affects oxygen exchange.,cilia; clinical
