Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W2-282,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Sternum,Sternal angle,Identify the bones and markings of the thoracic cage.,6,2,core,"What is the sternal angle, and what rib does it mark?","The ridge where the manubrium meets the body, level with the second rib.",It is the reference for counting ribs.,Thinking it marks the first rib.,spine; sternum; sternal angle
W2-283,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Sternum,Rib counting,Identify the bones and markings of the thoracic cage.,8,3,core,Why is the sternal angle a key clinical landmark?,"It sits at the second rib, the starting point for counting ribs.","Find it first, then count down.",Thinking rib counting starts at the first rib.,spine; sternal angle; clinical
W2-284,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Sternum,CPR landmark,Identify the bones and markings of the thoracic cage.,8,3,core,What does the xiphoid process guide in an emergency?,Hand position for chest compressions in CPR.,It marks where hands must not press.,Thinking the xiphoid is unrelated to CPR.,spine; xiphoid; clinical
W2-285,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Sternum,Landmark comparison,Identify the bones and markings of the thoracic cage.,6,2,core,Compare the jugular notch and the sternal angle.,The jugular notch is the dip atop the manubrium; the sternal angle is the ridge where the manubrium meets the body at the second rib.,Two nearby but distinct landmarks.,Confusing the two landmarks.,spine; sternum; landmarks
W2-286,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Rib count,Identify the bones and markings of the thoracic cage.,4,1,core,How many pairs of ribs are there?,"Twelve pairs of flat, curved bones.",They wall the thoracic cage.,Miscounting the ribs.,spine; ribs
W2-287,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Head,Identify the bones and markings of the thoracic cage.,6,2,core,What does the head of a rib articulate with?,The vertebral bodies.,The posterior rib end meets the spine.,Confusing the head with the tubercle.,spine; ribs; head
W2-288,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Tubercle,Identify the bones and markings of the thoracic cage.,6,2,core,What does the tubercle of a rib articulate with?,A transverse process.,A second joint braces the rib.,Confusing the tubercle with the head.,spine; ribs; tubercle
W2-289,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Costal cartilage,Identify the bones and markings of the thoracic cage.,6,2,core,What is costal cartilage?,The hyaline cartilage that connects a rib toward the sternum.,It gives the cage its spring.,Thinking costal cartilage is fibrocartilage.,spine; ribs; costal cartilage
W2-290,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,True ribs,Identify the bones and markings of the thoracic cage.,6,2,core,"Which ribs are true ribs, and how do they attach?",Pairs 1 to 7; each attaches to the sternum directly by its own costal cartilage.,Direct attachment defines a true rib.,Thinking all ribs reach the sternum directly.,spine; ribs; true ribs
W2-291,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,False ribs,Identify the bones and markings of the thoracic cage.,6,2,core,Which ribs are false ribs?,Pairs 8 to 12; they do not reach the sternum directly.,They join the cartilage above or float free.,Thinking false ribs have no attachment at all.,spine; ribs; false ribs
W2-292,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Floating ribs,Identify the bones and markings of the thoracic cage.,6,2,core,"Which ribs are floating ribs, and what attachment do they have?",Pairs 11 and 12; no anterior attachment at all.,They are a subset of the false ribs.,Confusing floating ribs with all false ribs.,spine; ribs; floating ribs
W2-293,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Rib groups,Identify the bones and markings of the thoracic cage.,8,3,core,"Compare true, false, and floating ribs by anterior attachment.",True (1-7) attach directly by their own cartilage; false (8-12) do not reach the sternum directly; floating (11-12) have no anterior attachment.,Attachment sorts the three groups.,Thinking false and floating ribs are the same.,spine; ribs; classification
W2-294,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Ribs,Classify floating,Identify the bones and markings of the thoracic cage.,8,3,core,A rib pair has no anterior attachment at all. Which group?,"Floating ribs, pairs 11 and 12.",No front attachment means floating.,Guessing true ribs.,spine; ribs; floating ribs; classification
W2-295,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Clinical,Cord protection,Label the parts of a typical vertebra and the structure of an intervertebral disc.,8,3,core,Why is a vertebral fracture dangerous beyond the bone itself?,"The vertebral canal carries the spinal cord, which can be injured.",The cord inside is the real concern.,Thinking only the bone matters in a spine fracture.,spine; clinical; spinal cord
W2-296,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Clinical,Dens location,"Distinguish cervical, thoracic, and lumbar vertebrae, and describe the atlas, axis, sacrum, and coccyx.",8,3,core,A blow fractures the dens. Why is the location the concern?,It is close to the brainstem.,Proximity to the brainstem raises the stakes.,Thinking any neck fracture is equivalent.,spine; dens; clinical
W2-297,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Clinical,Counting ribs,Identify the bones and markings of the thoracic cage.,8,3,core,How do you start counting ribs on a patient?,Feel the sternal angle at the second rib and count down from there.,A fixed landmark anchors the count.,Starting at the clavicle or first rib.,spine; sternal angle; clinical
W2-298,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Clinical,Abnormal curves,Identify the normal curvatures of the spine and tell the primary from the secondary.,8,3,core,"Compare scoliosis, kyphosis, and lordosis.",Scoliosis is a sideways curve; kyphosis is an exaggerated thoracic curve; lordosis is an exaggerated lumbar curve.,Direction and region name each deformity.,Confusing kyphosis and lordosis.,spine; curvatures; clinical
W2-299,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Clinical,Disc shock absorption,Label the parts of a typical vertebra and the structure of an intervertebral disc.,6,2,core,How does an intervertebral disc absorb shock?,Its gel nucleus pulposus is contained by the tough anulus fibrosus.,Soft core plus firm ring cushions load.,Thinking the disc is solid bone.,spine; disc
W2-300,Week 2,Skeletal,Vertebral Column and Thoracic Cage,Clinical,Yes and no,"Distinguish cervical, thoracic, and lumbar vertebrae, and describe the atlas, axis, sacrum, and coccyx.",8,3,core,A patient can nod 'yes' and shake 'no'. Name the two joints responsible.,Atlanto-occipital (yes) and atlanto-axial (no).,"Two joints, two motions.",Assigning both motions to one joint.,spine; joints; board
