Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Question,Answer,Explanation,Common Misconception,Tags
W1-094,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is a serous membrane?,"A thin, double-layered membrane lining a ventral body cavity.","A serous membrane is a thin, double-layered sheet lining a ventral cavity and secreting lubricating fluid.",Thinking a serous membrane is a single layer.,serous membrane
W1-095,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the parietal layer of a serous membrane?,The layer lining the cavity wall.,The parietal layer always lines the cavity wall; pariet- means wall.,Swapping the parietal and visceral layers.,serous membrane
W1-096,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the visceral layer of a serous membrane?,The layer covering the outer surface of an organ.,The visceral layer always covers the organ surface; viscera means organs.,Confusing the visceral layer with the parietal layer.,serous membrane
W1-097,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is serous fluid?,Slippery fluid that lets organs glide against cavity walls.,Serous fluid fills the narrow space so organs glide without friction as they move.,Thinking the serous space is dry or empty.,serous fluid
W1-098,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,Compare parietal and visceral serous membrane layers.,Parietal lines the wall; visceral covers the organ.,"The same two-layer plan repeats in every serous membrane: wall-lining parietal, organ-hugging visceral.",Assuming each membrane has a different layering scheme.,serous membrane
W1-099,Week 1,Body Cavities,Body Cavities,Serous Membranes,Serous Membranes,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,"Compare pleura, pericardium, and peritoneum by organ association.",Pleura surrounds lungs; pericardium surrounds heart; peritoneum surrounds abdominopelvic organs.,"Pleura, pericardium, and peritoneum are the same design applied to lungs, heart, and abdominopelvic organs.",Treating the three membranes as structurally unrelated.,serous membranes
W1-100,Week 1,Body Cavities,Body Cavities,Clinical Application,Clinical Application,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,A clinician drains fluid from the pleural cavity. What procedure is this?,Thoracentesis.,"Thoracentesis drains fluid from the pleural cavity with a needle, guided by knowing where that cavity sits.",Confusing thoracentesis (pleural) with paracentesis (peritoneal).,clinical; cavities
W1-101,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the superior boundary of the mediastinum?,"The superior thoracic aperture, also called the thoracic inlet.",,,mediastinum; boundaries
W1-102,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the inferior boundary of the mediastinum?,The diaphragm.,,,mediastinum; boundaries
W1-103,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the anterior boundary of the mediastinum?,The sternum.,,,mediastinum; boundaries
W1-104,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the posterior boundary of the mediastinum?,The bodies of thoracic vertebrae T1 through T12.,,,mediastinum; boundaries
W1-105,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What are the lateral boundaries of the mediastinum?,"The mediastinal pleura, the medial wall of each pleural cavity.",,,mediastinum; boundaries
W1-106,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What plane divides the superior and inferior mediastinum?,The transverse thoracic plane.,,,mediastinum
W1-107,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What landmarks define the transverse thoracic plane?,It runs from the sternal angle to the disc between T4 and T5.,,,mediastinum; transverse thoracic plane
W1-108,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What are the four mediastinal compartments?,"Superior, anterior, middle, and posterior mediastinum.",,,mediastinum; compartments
W1-109,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Where is the superior mediastinum located?,Above the transverse thoracic plane.,,,superior mediastinum
W1-110,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Where is the anterior mediastinum located?,Between the body of the sternum and the pericardium.,,,anterior mediastinum
W1-111,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Where is the middle mediastinum located?,The pericardium and the structures within it.,,,middle mediastinum
W1-112,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Where is the posterior mediastinum located?,Between the pericardium and the thoracic vertebral column.,,,posterior mediastinum
W1-113,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Name one major structure in the superior mediastinum.,"Arch of the aorta, trachea, esophagus, thoracic duct, thymus, phrenic nerves, or vagus nerves.",,,superior mediastinum
W1-114,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Name one major structure in the middle mediastinum.,"Heart, pericardium, ascending aorta, pulmonary trunk, main bronchi, lower SVC, or phrenic nerves.",,,middle mediastinum
W1-115,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Name one major structure in the posterior mediastinum.,"Descending thoracic aorta, esophagus, thoracic duct, azygos veins, sympathetic trunks, or vagus nerves.",,,posterior mediastinum
W1-116,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the peritoneum?,The serous membrane of the abdominopelvic cavity.,,,peritoneum
W1-117,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is parietal peritoneum?,Peritoneum lining the wall of the abdominopelvic cavity.,,,parietal peritoneum
W1-118,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is visceral peritoneum?,Peritoneum wrapping the surface of abdominopelvic organs.,,,visceral peritoneum
W1-119,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the peritoneal cavity?,"The potential space between peritoneal layers, holding a thin film of serous fluid.",,,peritoneal cavity
W1-120,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is a mesentery?,A double fold of peritoneum that slings an organ from the body wall and carries vessels and nerves.,,,mesentery
W1-121,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the greater omentum?,An apron of peritoneum hanging from the greater curvature of the stomach.,,,greater omentum
W1-122,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the lesser omentum?,A fold linking the lesser curvature of the stomach and the duodenum to the liver.,,,lesser omentum
W1-123,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the mesocolon?,A peritoneal fold anchoring the transverse and sigmoid colon.,,,mesocolon
W1-124,Week 1,Body Cavities,Body Cavities,Peritoneum,Peritoneum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What are peritoneal recesses?,"Low points of the peritoneal cavity where fluid, blood, or pus can collect.",,,peritoneal recesses
W1-125,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What does intraperitoneal mean?,Almost completely wrapped in visceral peritoneum and slung by a mesentery.,,,intraperitoneal
W1-126,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What does retroperitoneal mean?,Located behind the parietal peritoneum against the posterior abdominal wall.,,,retroperitoneal
W1-127,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,Name one intraperitoneal organ.,"Stomach, liver, gallbladder, spleen, first duodenum, jejunum, ileum, transverse colon, sigmoid colon, cecum, appendix, or pancreatic tail.",,,intraperitoneal
W1-128,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What memory aid identifies retroperitoneal structures?,SADPUCKER.,,,retroperitoneal; SADPUCKER
W1-129,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does S stand for?",Suprarenal glands.,,,SADPUCKER
W1-130,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does A stand for?",Aorta and IVC.,,,SADPUCKER
W1-131,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does D stand for?","Duodenum, specifically the second, third, and fourth parts.",,,SADPUCKER
W1-132,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does P stand for?","Pancreas, specifically the head, neck, and body.",,,SADPUCKER
W1-133,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does U stand for?",Ureters.,,,SADPUCKER
W1-134,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does C stand for?","Colon, specifically ascending and descending colon.",,,SADPUCKER
W1-135,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does K stand for?",Kidneys.,,,SADPUCKER
W1-136,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does E stand for?","Esophagus, the short abdominal segment below the diaphragm.",,,SADPUCKER
W1-137,Week 1,Body Cavities,Body Cavities,SADPUCKER,SADPUCKER,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,"In SADPUCKER, what does R stand for?","Rectum, the lower portion below the peritoneal reflection.",,,SADPUCKER
W1-138,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What planes form the nine-region abdominal grid?,"Two midclavicular planes, the subcostal plane, and the transtubercular plane.",,,nine regions
W1-139,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the right hypochondriac region?,Upper right region; includes gallbladder and right lobe of liver.,,,nine regions
W1-140,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the epigastric region?,"Upper center region; includes stomach, duodenum, and pancreas.",,,nine regions
W1-141,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the left hypochondriac region?,Upper left region; includes spleen and tail of pancreas.,,,nine regions
W1-142,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the right lumbar region?,Middle right region; includes ascending colon and right kidney.,,,nine regions
W1-143,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the umbilical region?,Center region; includes transverse colon and coils of small intestine.,,,nine regions
W1-144,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the left lumbar region?,Middle left region; includes descending colon and left kidney.,,,nine regions
W1-145,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the right iliac region?,Lower right region; includes cecum and appendix.,,,nine regions
W1-146,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the hypogastric region?,Lower center region; includes urinary bladder and sigmoid colon.,,,nine regions
W1-147,Week 1,Body Cavities,Body Cavities,Abdominopelvic Regions,Abdominopelvic Regions,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What is the left iliac region?,Lower left region; includes sigmoid colon.,,,nine regions
W1-148,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What two planes form the four abdominopelvic quadrants?,Median plane and transumbilical plane.,,,quadrants
W1-149,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What organs are commonly in the RUQ?,"Liver, gallbladder, right kidney, hepatic flexure, and head of pancreas.",,,RUQ
W1-150,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What organs are commonly in the LUQ?,"Stomach, spleen, left kidney, splenic flexure, and tail of pancreas.",,,LUQ
W1-151,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What organs are commonly in the RLQ?,"Cecum, appendix, and right ovary.",,,RLQ
W1-152,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",2,1,What organs are commonly in the LLQ?,Sigmoid colon and left ovary.,,,LLQ
W1-153,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,Which quadrant is the classic site of appendicitis pain?,Right lower quadrant.,,,RLQ; appendicitis
W1-154,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,Which quadrant is classically associated with diverticulitis pain?,Left lower quadrant.,,,LLQ; diverticulitis
W1-155,Week 1,Body Cavities,Body Cavities,Quadrants,Quadrants,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,Which quadrant is classically associated with gallbladder disease?,Right upper quadrant.,,,RUQ; gallbladder
W1-156,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,Compare intraperitoneal and retroperitoneal organs by mobility.,Intraperitoneal organs are relatively mobile; retroperitoneal organs are more fixed against the posterior wall.,,,peritoneal relationships
W1-157,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",3,2,Why can retroperitoneal bleeding be harder to detect?,It can stay hidden behind the peritoneum and present as flank or back pain.,,,retroperitoneal; clinical
W1-158,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,A kidney injury causes flank pain with hidden bleeding. Which peritoneal relationship explains this?,The kidneys are retroperitoneal.,,,kidneys; retroperitoneal
W1-159,Week 1,Body Cavities,Body Cavities,Peritoneal Relationships,Peritoneal Relationships,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,Blood from a ruptured intraperitoneal organ spreads freely. Why?,Intraperitoneal organs are within the peritoneal cavity where fluid can spread.,,,intraperitoneal; clinical
W1-160,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,A mass is found within the pericardium. Which mediastinal compartment is involved?,Middle mediastinum.,,,mediastinum; clinical
W1-161,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,A mass lies between the sternum and pericardium. Which mediastinal compartment is involved?,Anterior mediastinum.,,,mediastinum; clinical
W1-162,Week 1,Body Cavities,Body Cavities,Mediastinum,Mediastinum,"Distinguish the body cavities and serous membranes, map the mediastinum, and locate abdominopelvic organs by region and quadrant.",4,3,A mass lies between the pericardium and thoracic vertebrae. Which mediastinal compartment is involved?,Posterior mediastinum.,,,mediastinum; clinical
W1-163,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is a generalized cell?,A composite model showing features shared by most body cells.,,,cell anatomy
W1-164,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,Name the three basic regions of a generalized cell.,"Plasma membrane, cytoplasm, and nucleus.",,,cell anatomy
W1-165,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the plasma membrane?,The outer boundary that encloses the cell and separates it from surroundings.,,,plasma membrane
W1-166,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is cytoplasm?,Everything between the plasma membrane and nucleus: cytosol plus organelles.,,,cytoplasm
W1-167,Week 1,Cell Anatomy,Cell Anatomy,General Cell,General Cell,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the nucleus?,"The cell’s control center, usually the largest structure.",,,nucleus
W1-168,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the phospholipid bilayer?,A double layer of phospholipids forming the basic fabric of the membrane.,,,plasma membrane
W1-169,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What does the fluid mosaic model describe?,Proteins drifting within the phospholipid bilayer.,,,fluid mosaic model
W1-170,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What are integral proteins?,Proteins firmly embedded in the bilayer; many span it as transmembrane proteins.,,,integral proteins
W1-171,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What do integral proteins commonly form?,"Channels, carriers, and receptors.",,,integral proteins
W1-172,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What are peripheral proteins?,Proteins loosely attached to one membrane face or to integral proteins.,,,peripheral proteins
W1-173,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What do peripheral proteins do?,Act as enzymes and brace cell shape.,,,peripheral proteins
W1-174,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What does cholesterol do in the plasma membrane?,Stabilizes the membrane and keeps it fluid.,,,cholesterol
W1-175,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the glycocalyx?,The fuzzy external coat of glycoproteins and glycolipids.,,,glycocalyx
W1-176,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What does the glycocalyx do?,Acts as the cell’s identity badge for recognition and adhesion.,,,glycocalyx
W1-177,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What are microvilli?,Finger-like cell surface extensions that increase surface area for absorption.,,,microvilli
W1-178,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What are cilia?,Short hair-like extensions built on a 9+2 microtubule core that sweep substances across the surface.,,,cilia
W1-179,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is a flagellum?,"A single long 9+2 extension that propels a cell; in humans, the sperm tail.",,,flagellum
W1-180,Week 1,Cell Anatomy,Cell Anatomy,Plasma Membrane,Plasma Membrane,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,Compare integral and peripheral proteins.,Integral proteins are embedded in the bilayer; peripheral proteins attach loosely to a membrane face or integral protein.,,,membrane proteins
W1-181,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,Compare microvilli and cilia by function.,Microvilli increase absorption surface area; cilia move substances across the cell surface.,,,microvilli; cilia
W1-182,Week 1,Cell Anatomy,Cell Anatomy,Surface Specializations,Surface Specializations,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,3,2,Compare cilia and flagellum by number and function.,Cilia are short and numerous for sweeping; a flagellum is long and propels the cell.,,,cilia; flagellum
W1-183,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,A cell specialized for absorption has many finger-like apical projections. What are they?,Microvilli.,,,microvilli; application
W1-184,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,Airway cells cannot clear mucus because hair-like projections are defective. Which structure is affected?,Cilia.,,,cilia; application
W1-185,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,A cell needs many receptors for signaling. Which membrane protein category is most directly involved?,Integral proteins.,,,integral proteins; application
W1-186,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the nuclear envelope?,The double membrane enclosing the nucleus.,,,nuclear envelope
W1-187,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the outer nuclear membrane continuous with?,Rough ER.,,,nuclear envelope; rough ER
W1-188,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What are nuclear pores?,Protein-lined channels through the nuclear envelope that regulate traffic both ways.,,,nuclear pores
W1-189,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What exits the nucleus through nuclear pores?,Messenger RNA and ribosomal subunits.,,,nuclear pores
W1-190,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is nucleoplasm?,The fluid inside the nucleus.,,,nucleoplasm
W1-191,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is the nucleolus?,A dense body inside the nucleus where ribosomal subunits are assembled.,,,nucleolus
W1-192,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What is chromatin?,"Loose, threadlike DNA wound on proteins, present when the cell is not dividing.",,,chromatin
W1-193,Week 1,Cell Anatomy,Cell Anatomy,Nucleus,Nucleus,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,What are chromosomes?,Tightly coiled chromatin visible when the cell divides.,,,chromosomes
